"id","Keyword","Name","Full_Address","Street_Address","City","Zip","Municipality","State","Country","Timezone","Pricing","Sub_Title","Description","Summary","Phone_1","Phone_Standard_format","Phone_From_WEBSITE","Email_From_WEBSITE","Website","Domain","First_category","Second_category","Claimed_google_my_business","Reviews_count","Average_rating","Price","Business_Status","Hours","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Latitude","Longitude","Coordinates","Plus_Code","Place_ID","Menu_Link","GMB_URL","CID","Google_Knowledge_URL","Kgmid","Image_URL","Favicon","Review_URL","Facebook_URL","Linkedin_URL","Twitter_URL","Instagram_URL","Youtube_URL","Meta_Description","Meta_Keywords","Uuid","Accessibility","Amenities","Service_options","Payments","Offerings","Recycling","From_the_business","Crowd","Planning"
"588","trending clothing business shops in Delhi","Global Desi Select Citywalk Mall Saket","S-27  Second floor  Select Citywalk Mall  A-3  Saket District Centre  District Centre  Sector 6  Saket  New Delhi  Delhi 110017","S-27  Second floor","New Delhi","110017","Select Citywalk Mall","Delhi","IN","Asia/Calcutta"," ","ग्लोबल देसी सिलेक्ट सिटीवॉक मॉल साकेत"," "," ","07710087565","077100 87565",,,"https://www.globaldesi.in/","globaldesi.in","Women's clothing store","Clothing store","Yes","14","5"," ","open","Wednesday, 11 am-10 pm; Thursday, 11 am-10 pm; Friday, 11 am-10 pm; Saturday, 11 am-10 pm; Sunday, 11 am-10 pm; Monday, 11 am-10 pm; Tuesday, 11 am-10 pm; ","11 am-10 pm","11 am-10 pm","11 am-10 pm","11 am-10 pm","11 am-10 pm","11 am-10 pm","11 am-10 pm","Lat 28.5284408","Lng 77.2192857","28.5284408,77.2192857","7JWVG6H9+9PF","ChIJWfxzCDbhDDkR_sKewZ6IbB4"," ","https://www.google.com/maps/place/?q=place_id:ChIJWfxzCDbhDDkR_sKewZ6IbB4","2192277334057206526","https://www.google.com/search?kgmid=/g/11t6y5z9q_","/g/11t6y5z9q_","https://lh5.googleusercontent.com/p/CIABIhAIN0uGVS3QFGf1WycAAO-P","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.globaldesi.in/&size=48","https://search.google.com/local/reviews?placeid=ChIJWfxzCDbhDDkR_sKewZ6IbB4&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/myglobaldesi"," ","https://twitter.com/myglobaldesi","https://www.instagram.com/myglobaldesi/","https://www.youtube.com/myglobaldesi","Buy women's ethnic wear online at Global Desi. Explore the latest styles & unbeatable deals at our online shopping store for ladies. Find fashion accessories for women at the best price.","Global Desi","0ahUKEwieoMmH3tKOAxXzxzgGHQn2CzQQ8BcIiQEoCg",,,"Delivery | On-site services","Credit cards | Debit cards | NFC mobile payments","Women's clothing",,,,"Quick visit"
"589","trending clothing business shops in Delhi","Cobb - Malviya Nagar","Guru Gobind Singh Marg  DDA Flats  Malviya Nagar  New Delhi  Delhi 110017","Guru Gobind Singh Marg","New Delhi","110017","New Delhi  Delhi 110017","Delhi","IN","Asia/Calcutta"," ","कॉब - मालवीय नगर"," "," ","01141752868","011 4175 2868"," "," ",,,"Clothing store"," ","Yes","163","4.2"," ","open","Wednesday, 10:30 am-9:45 pm; Thursday, 10:30 am-9:45 pm; Friday, 10:30 am-9:45 pm; Saturday, 10:30 am-9:45 pm; Sunday, 10:30 am-9:45 pm; Monday, 10:30 am-9:45 pm; Tuesday, 10:30 am-9:45 pm; ","10:30 am-9:45 pm","10:30 am-9:45 pm","10:30 am-9:45 pm","10:30 am-9:45 pm","10:30 am-9:45 pm","10:30 am-9:45 pm","10:30 am-9:45 pm","Lat 28.5341433","Lng 77.20908399999999","28.5341433,77.20908399999999","7JWVG6M5+MJ4","ChIJBTIOPRziDDkRaQVTVdiOIjY"," ","https://www.google.com/maps/place/?q=place_id:ChIJBTIOPRziDDkRaQVTVdiOIjY","3900837287051855209","https://www.google.com/search?kgmid=/g/1td0dwlb","/g/1td0dwlb","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICMpOmriAE"," ","https://search.google.com/local/reviews?placeid=ChIJBTIOPRziDDkRaQVTVdiOIjY&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwieoMmH3tKOAxXzxzgGHQn2CzQQ8BcIswEoCw","Wheelchair-accessible entrance",,,"Credit cards | Debit cards | NFC mobile payments | Credit cards",,,,,"Quick visit"
"590","trending clothing business shops in Delhi","Tarun Tahiliani  New Delhi","Style Mile Road  Qutab Garden  H-5/12  Block B  Kalka Das Marg  Mehrauli  New Delhi  Delhi 110030","Style Mile Road","New Delhi","110030","Qutab Garden  H-5/12","Delhi","IN","Asia/Calcutta"," ","तरुण तहिलियानी (महरौली स्टोर)"," "," ","09910229401","099102 29401",,,"https://www.taruntahiliani.com/","taruntahiliani.com","Clothing store","Store","Yes","82","4.4"," ","open","Wednesday, 11 am-7 pm; Thursday, 11 am-7 pm; Friday, 11 am-7 pm; Saturday, 11 am-7 pm; Sunday, 11 am-7 pm; Monday, 11 am-7 pm; Tuesday, 11 am-7 pm; ","11 am-7 pm","11 am-7 pm","11 am-7 pm","11 am-7 pm","11 am-7 pm","11 am-7 pm","11 am-7 pm","Lat 28.5271291","Lng 77.185262","28.5271291,77.185262","7JWVG5GP+V42","ChIJszTHjQ4eDTkRlClKakU6H74"," ","https://www.google.com/maps/place/?q=place_id:ChIJszTHjQ4eDTkRlClKakU6H74","13699732661294737812","https://www.google.com/search?kgmid=/g/11c74g3frf","/g/11c74g3frf","https://lh5.googleusercontent.com/p/AF1QipPw0p9htguM6jp7cJ7VxwH7gCbh0YkfpeOxbcJQ","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.taruntahiliani.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJszTHjQ4eDTkRlClKakU6H74&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/TarunTahiliani/"," "," ","https://www.instagram.com/taruntahiliani/",,"Discover Tarun Tahiliani’s luxurious clothing and accessories online crafted with heritage, elegance, modern artistry, premium fabrics, and fine detailing.",,"0ahUKEwieoMmH3tKOAxXzxzgGHQn2CzQQ8BcI2gEoDA",,,"In-store pick-up","Credit cards | Debit cards | NFC mobile payments",,,,,
"591","trending clothing business shops in Delhi","Fashion Boutique","R-21  Khirki Extension  Malviya Nagar  New Delhi  Delhi 110017","R-21","New Delhi","110017","New Delhi  Delhi 110017","Delhi","IN","Asia/Calcutta"," ","फैशन बुटीक"," "," ","09910020660","099100 20660"," "," ",,,"Boutique"," ","No","1","5"," ","open","Wednesday, 10 am-9 pm; Thursday, 10 am-9 pm; Friday, 10 am-9 pm; Saturday, 10 am-9 pm; Sunday, 10 am-9 pm; Monday, 10 am-9 pm; Tuesday, 10 am-9 pm; ","10 am-9 pm","10 am-9 pm","10 am-9 pm","10 am-9 pm","10 am-9 pm","10 am-9 pm","10 am-9 pm","Lat 28.533263899999998","Lng 77.21886839999999","28.533263899999998,77.21886839999999","7JWVG6M9+8G5","ChIJ27_tFiDiDDkR_UeLToCu1Wc"," ","https://www.google.com/maps/place/?q=place_id:ChIJ27_tFiDiDDkR_UeLToCu1Wc","7482078222042744829","https://www.google.com/search?kgmid=/g/1jkyx3t7x","/g/1jkyx3t7x","https://lh5.googleusercontent.com/p/MteKZ2ArZLsx10ywTr1OBg"," ","https://search.google.com/local/reviews?placeid=ChIJ27_tFiDiDDkR_UeLToCu1Wc&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwieoMmH3tKOAxXzxzgGHQn2CzQQ8BcIhAIoDQ",,,,,,,,,"Quick visit"
"592","trending clothing business shops in Delhi","Cotton Candy","10  Hauz Khas Village  Deer Park  Hauz Khas  New Delhi  Delhi 110016","10","New Delhi","110016","New Delhi  Delhi 110016","Delhi","IN","Asia/Calcutta"," ","कॉटनकैंडी"," "," ","09999780081","099997 80081",,,"https://www.instagram.com/cottoncandyystoree/","instagram.com","Clothing store"," ","Yes","45","4.6"," ","open","Wednesday, 10:30 am-10 pm; Thursday, 10:30 am-10 pm; Friday, 10:30 am-10 pm; Saturday, 10:30 am-10 pm; Sunday, 10:30 am-10 pm; Monday, 10:30 am-10 pm; Tuesday, 10:30 am-10 pm; ","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","10:30 am-10 pm","Lat 28.554223999999998","Lng 77.194318","28.554223999999998,77.194318","7JWVH53V+MPP","ChIJux6KpG0dDTkRL5H_12V7mBM"," ","https://www.google.com/maps/place/?q=place_id:ChIJux6KpG0dDTkRL5H_12V7mBM","1412014160526414127","https://www.google.com/search?kgmid=/g/11t9ntzt89","/g/11t9ntzt89","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICZ6pfJkAE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.instagram.com/cottoncandyystoree/&size=48","https://search.google.com/local/reviews?placeid=ChIJux6KpG0dDTkRL5H_12V7mBM&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," ",,,"20K followers, 83 following, 303 posts – COTTONCANDY / GLITCH 👦🏻👩🏻 (@cottoncandyystoree) on Instagram: ""Timings: 10:30 AM - 10 PMMens Store : Shop 10, Hauz Khas VillageLadies Store : Shop 10, Hauz Khas VillageShipping PAN India*Opening Video Mandatory""",,"0ahUKEwieoMmH3tKOAxXzxzgGHQn2CzQQ8BcIqwIoDg","Wheelchair-accessible entrance",,"Delivery | On-site services","Cash only | Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards",,,,,"Quick visit"
"593","trending clothing business shops in Delhi","W for Woman Select City Walk","S 28  Second Floor  Select Citywalk Mall  Press Enclave Marg  Saket District Centre  District Centre  Sector 6  Pushp Vihar  New Delhi  Delhi 110017","S 28  Second Floor","New Delhi","110017","Select Citywalk Mall","Delhi","IN","Asia/Calcutta"," "," "," "," ","01141518772","011 4151 8772","+917840041638","customercare.tcns@abfrl.adityabirla.com","https://wforwoman.com/","wforwoman.com","Clothing store","Cosmetics store","Yes","32","4"," ","open","Wednesday, 10:30 am-9 pm; Thursday, 10:30 am-9 pm; Friday, 10:30 am-9 pm; Saturday, 10:30 am-9 pm; Sunday, 10:30 am-9 pm; Monday, 10:30 am-9 pm; Tuesday, 10:30 am-9 pm; ","10:30 am-9 pm","10:30 am-9 pm","10:30 am-9 pm","10:30 am-9 pm","10:30 am-9 pm","10:30 am-9 pm","10:30 am-9 pm","Lat 28.528064099999998","Lng 77.2179383","28.528064099999998,77.2179383","7JWVG6H9+65G","ChIJpQWwGYvhDDkRoqECbLRXBdY"," ","https://www.google.com/maps/place/?q=place_id:ChIJpQWwGYvhDDkRoqECbLRXBdY","15421828931417973154","https://www.google.com/search?kgmid=/g/12m93qstq","/g/12m93qstq","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICkqtDW-wE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://wforwoman.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJpQWwGYvhDDkRoqECbLRXBdY&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/WforWoman"," "," ","https://www.instagram.com/wforwoman","https://www.youtube.com/user/WforWoman","Discover W's New Festive Collection of kurtas, sets, dresses, & bottom wear. COD, Easy Returns, and Pan-India delivery. Shop now for exclusive styles!",,"0ahUKEwieoMmH3tKOAxXzxzgGHQn2CzQQ8BcI0wIoDw","Wheelchair-accessible car park | Wheelchair-accessible entrance","Gender-neutral toilets","Delivery | In-store shopping","Credit cards | Debit cards | Google Pay | NFC mobile payments","Women's clothing",,,,"Quick visit"
"594","trending clothing business shops in Delhi","Westside - Lajpat Nagar  Delhi","Alankar Cinema  A-15  Firoz Ghandi Marg  Lajpat Nagar III  New Delhi  Delhi 110024","Alankar Cinema","New Delhi","110024","A-15  Firoz Ghandi Marg","Delhi","IN","Asia/Calcutta"," ","वेस्टसाइड"," "," ","01129832160","011 2983 2160",,,"https://www.westside.com/?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=westside-gmb","westside.com","Clothing store","Clothing Accessories Store","Yes","3209","4.2"," ","open","Wednesday, 11 am-9 pm; Thursday, 11 am-9 pm; Friday, 11 am-9 pm; Saturday, 11 am-9 pm; Sunday, 11 am-9 pm; Monday, 11 am-9 pm; Tuesday, 11 am-9 pm; ","11 am-9 pm","11 am-9 pm","11 am-9 pm","11 am-9 pm","11 am-9 pm","11 am-9 pm","11 am-9 pm","Lat 28.567907199999997","Lng 77.24095899999999","28.567907199999997,77.24095899999999","7JWVH69R+598","ChIJPcbeYNrjDDkRYiwph6qhgdc"," ","https://www.google.com/maps/place/?q=place_id:ChIJPcbeYNrjDDkRYiwph6qhgdc","15528870743934315618","https://www.google.com/search?kgmid=/g/1td5_2zf","/g/1td5_2zf","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgID2y63nFA","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.westside.com/?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=westside-gmb&size=48","https://search.google.com/local/reviews?placeid=ChIJPcbeYNrjDDkRYiwph6qhgdc&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/westsidefanpage/"," ","https://twitter.com/westsidestores","https://www.instagram.com/westsidestores/","https://www.youtube.com/user/WestsideStores","Shop at India's Best Online Shopping Site for Men, Women & Kids Fashion. Discover wide range of clothing, footwear, bags & beauty products for men, women & kids at Westside Online Shopping Store.",,"0ahUKEwieoMmH3tKOAxXzxzgGHQn2CzQQ8BcI_QIoEA","Wheelchair-accessible car park | Wheelchair-accessible entrance","Restroom","Delivery | On-site services","Credit cards | Debit cards | NFC mobile payments | Credit cards",,,,,"Quick visit"
"595","trending clothing business shops in Delhi","Florence fashion trends","E-3/12  E-Block Rd  Block E  Malviya Nagar  New Delhi  Delhi 110017","E-3/12  E-Block Rd","New Delhi","110017","New Delhi  Delhi 110017","Delhi","IN","Asia/Calcutta"," ","फ़्लोरेन्स फैशन ट्रेंड्स"," "," "," ",," "," ",,,"Clothing store"," ","Yes","13","3.9"," ","open","Wednesday, 10:30 am-9:45 pm; Thursday, 10:30 am-9:45 pm; Friday, 10:30 am-9:45 pm; Saturday, 10:30 am-9:45 pm; Sunday, 10:30 am-9:45 pm; Monday, 10:30 am-9:45 pm; Tuesday, 10:30 am-9:45 pm; ","10:30 am-9:45 pm","10:30 am-9:45 pm","10:30 am-9:45 pm","10:30 am-9:45 pm","10:30 am-9:45 pm","10:30 am-9:45 pm","10:30 am-9:45 pm","Lat 28.533494299999997","Lng 77.2087524","28.533494299999997,77.2087524","7JWVG6M5+9GR","ChIJ5eN1W4jhDDkRkvTGWM674FU"," ","https://www.google.com/maps/place/?q=place_id:ChIJ5eN1W4jhDDkRkvTGWM674FU","6188152382934152338","https://www.google.com/search?kgmid=/g/11lksxjcmn","/g/11lksxjcmn","https://lh5.googleusercontent.com/p/AF1QipNsf0g7ToHSeaeSZWWSlM5fPmZTsgM9URN8L8Qo"," ","https://search.google.com/local/reviews?placeid=ChIJ5eN1W4jhDDkRkvTGWM674FU&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwieoMmH3tKOAxXzxzgGHQn2CzQQ8BcIpwMoEQ",,"Wi-Fi | Wi-Fi","Delivery | In-store pick-up","Credit cards | Debit cards | Google Pay | NFC mobile payments | Credit cards",,,"Identifies as women-owned",,"Quick visit"
"596","trending clothing business shops in Delhi","Ogaan - Hauz Khas Village  New Delhi","No.H  2  Hauz Khas Village  Deer Park  Hauz Khas  New Delhi  Delhi 110016","No.H","New Delhi","110016","2","Delhi","IN","Asia/Calcutta"," ","ओगान - हौज़ खास विलेज, न्यू दिल्ली"," "," ","09711991998","097119 91998",,,"https://www.ogaan.com/","ogaan.com","Designer Clothing Store","Clothing store","Yes","176","4.1"," ","open","Wednesday, 10 am-8 pm; Thursday, 10 am-8 pm; Friday, 10 am-8 pm; Saturday, 10 am-8 pm; Sunday, 10 am-8 pm; Monday, 10 am-8 pm; Tuesday, 10 am-8 pm; ","10 am-8 pm","10 am-8 pm","10 am-8 pm","10 am-8 pm","10 am-8 pm","10 am-8 pm","10 am-8 pm","Lat 28.5547382","Lng 77.1950828","28.5547382,77.1950828","7JWVH53W+V2W","ChIJVVVVnoodDTkRFinfEIrbMws"," ","https://www.google.com/maps/place/?q=place_id:ChIJVVVVnoodDTkRFinfEIrbMws","807230144264481046","https://www.google.com/search?kgmid=/g/1tgx0dld","/g/1tgx0dld","https://lh5.googleusercontent.com/p/AF1QipNC6HOp8ydMPVhs2vGIvvhnNvWLcxN5v0itj-xz","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.ogaan.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJVVVVnoodDTkRFinfEIrbMws&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN","https://www.facebook.com/ogaan"," "," ","https://www.instagram.com/ogaanindia/",,"Ogaan.com is India's best one-stop destination that provides premium-class luxury fashion designer wear for Women, Men & Kids apparel, Jewellery & Accessories with Worldwide Shipping to USA, Middle East, UK, Australia & More Countries.","online indian fashion store, online indian clothes shopping sites, online indian shopping store, best luxury online shopping sites, online fashion shopping in india, best online shopping sites in india, online shopping sites for women, online apparel store, online fashion store, online clothing stores, luxury fashion store, luxury fashion store for women, women clothing stores, online shopping for women, luxury online shopping, fashion clothing, buy fashion clothing online, best online indian clothing stores, online clothing shopping sites in india, best online indian clothing store, indian fashion clothes, apparel for women, designer jewelry, online jewelry stores, luxury jewelry, indian designer clothing, fashion designer clothing, womens clothing online, indian designer, top indian clothing websites, best online clothing stores india, best designer clothing website, USA, middle east, UAE, Australia, Canada, UK, Kuwait, Qatar, Saudi Arabia, Singapore, ogaan online shopping store","0ahUKEwieoMmH3tKOAxXzxzgGHQn2CzQQ8BcIzAMoEg",,,"Delivery | In-store pick-up | On-site services","Credit cards | Debit cards | NFC mobile payments | Credit cards",,,,,"Quick visit"
"597","trending clothing business shops in Delhi","Menx Lounge","44 A  Shahpur Jat Outer Road E  Shahpur Jat  Siri Fort  New Delhi  Delhi 110049","44 A  Shahpur Jat Outer Road E","New Delhi","110049","New Delhi  Delhi 110049","Delhi","IN","Asia/Calcutta"," ","मेनएक्स लौंगे"," "," ","09953639787","099536 39787"," "," ",,,"Designer Clothing Store","Men's clothing store","Yes","104","4.9"," ","open","Wednesday, 11 am-8 pm; Thursday, 11 am-8 pm; Friday, 11 am-8 pm; Saturday, 11 am-8 pm; Sunday, 1-7:30 pm; Monday, 11 am-8 pm; Tuesday, 11 am-8 pm; ","11 am-8 pm","1-7:30 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","11 am-8 pm","Lat 28.5493211","Lng 77.21373679999999","28.5493211,77.21373679999999","7JWVG6X7+PFH","ChIJJQvMXHPjDDkRMWi9y6o_UrM"," ","https://www.google.com/maps/place/?q=place_id:ChIJJQvMXHPjDDkRMWi9y6o_UrM","12921460283674552369","https://www.google.com/search?kgmid=/g/11s8ynnnvj","/g/11s8ynnnvj","https://lh5.googleusercontent.com/p/AF1QipMCUQ3Nz_tx7sisN7OFvmUXJxzwgEgqvmfRh-I"," ","https://search.google.com/local/reviews?placeid=ChIJJQvMXHPjDDkRMWi9y6o_UrM&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwieoMmH3tKOAxXzxzgGHQn2CzQQ8BcI9gMoEw","Wheelchair-accessible toilet","Gender-neutral toilets | Restroom | Wi-Fi","Delivery | In-store pick-up | In-store shopping | On-site services","Cash only | Credit cards | Debit cards | Google Pay | Credit cards","Men's clothing",,,,"Quick visit"
"598","trending clothing business shops in Delhi","Fashion ethics","j1/75A 1/75a  Gupta Colony Rd  Khirki Extension  Malviya Nagar  New Delhi  Delhi 110017","j1/75A 1/75a  Gupta Colony Rd","New Delhi","110017","New Delhi  Delhi 110017","Delhi","IN","Asia/Calcutta"," ","फैशन एथिक्स"," "," ","07678330903","076783 30903"," "," ",,,"Shopping mall","Men's clothing store","Yes","1","5"," ","open"," ",,,,,,,,"Lat 28.5334816","Lng 77.2174546","28.5334816,77.2174546","7JWVG6M8+9XW","ChIJeZcGLADjDDkRvsVbrzMeXpA"," ","https://www.google.com/maps/place/?q=place_id:ChIJeZcGLADjDDkRvsVbrzMeXpA","10402785396606617022","https://www.google.com/search?kgmid=/g/11lyq3msbc","/g/11lyq3msbc","https://lh5.googleusercontent.com/p/AF1QipN1bF1FCOyR05wP1b2RKPxD0yDK775KGBXOkEqh"," ","https://search.google.com/local/reviews?placeid=ChIJeZcGLADjDDkRvsVbrzMeXpA&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwieoMmH3tKOAxXzxzgGHQn2CzQQ8BcIngQoFA",,,,"Credit cards | Debit cards | NFC mobile payments | Credit cards",,,,,
"599","trending clothing business shops in Delhi","B-GOG Fashion Hub","Block S  S-22  Market Ln  Block S  Green Park  New Delhi  Delhi 110016","Block S","New Delhi","110016","S-22  Market Ln","Delhi","IN","Asia/Calcutta"," ","बी-गोग फैशन हब"," "," ","09871148804","098711 48804"," "," ",,,"Clothing store"," ","Yes","19","4.9"," ","open","Wednesday, 12-9:30 pm; Thursday, 12-9:30 pm; Friday, 12-9:30 pm; Saturday, 12-9:30 pm; Sunday, 12-9:30 pm; Monday, 12-9:30 pm; Tuesday, Closed; ","12-9:30 pm","12-9:30 pm","12-9:30 pm","Closed","12-9:30 pm","12-9:30 pm","12-9:30 pm","Lat 28.5569283","Lng 77.2023892","28.5569283,77.2023892","7JWVH642+QXC","ChIJn6drcpPjDDkRk7zBuUV0fok"," ","https://www.google.com/maps/place/?q=place_id:ChIJn6drcpPjDDkRk7zBuUV0fok","9907484073079717011","https://www.google.com/search?kgmid=/g/11r3ffn83_","/g/11r3ffn83_","https://lh5.googleusercontent.com/p/AF1QipOTpXoegOcF10wxDeRfJB_kdNN5ACFgwZbqev9I"," ","https://search.google.com/local/reviews?placeid=ChIJn6drcpPjDDkRk7zBuUV0fok&q=trending+clothing+business+shops+in+Delhi&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwieoMmH3tKOAxXzxzgGHQn2CzQQ8BcIugQoFQ",,,,"Credit cards | Debit cards | NFC mobile payments",,,,,"Quick visit"
