"id","Keyword","Name","Full_Address","Street_Address","City","Zip","Municipality","State","Country","Timezone","Sub_Title","Phone_1","Phone_Standard_format","Phone_From_WEBSITE","Email_From_WEBSITE","Website","Domain","First_category","Second_category","Claimed_google_my_business","Reviews_count","Average_rating","Business_Status","Hours","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Latitude","Longitude","Coordinates","Plus_Code","Place_ID","Menu_Link","GMB_URL","CID","Google_Knowledge_URL","Kgmid","Image_URL","Favicon","Review_URL","Facebook_URL","Linkedin_URL","Twitter_URL","Instagram_URL","Youtube_URL","Meta_Description","Meta_Keywords","Uuid","Accessibility","Offerings","Service_options","Planning","From_the_business","Amenities","Crowd"
"729","Schools in lucknow","Allenhouse Public School Lucknow","HS 01  near Telibagh Road  Vrindavan Yojna-1  Gopeshkunj  Sector 6C  Vrindavan Colony  Lucknow  Uttar Pradesh 226029","HS 01","Lucknow","226029","near Telibagh Road","Uttar Pradesh","IN","Asia/Calcutta","एलन हाउस पब्लिक स्कूल","09956292768","099562 92768","+919956292768 | +919235400468 | +918853075656 | +917380850614 | +916390907001 | +916390907005 | +916390907030 | +919044055605 | +915222717293 | +917522002115","contact@allenhouselucknow.com","https://allenhouselucknow.com/","allenhouselucknow.com","General education school","CBSE School","Yes","0","0","open","Wednesday, 8 am-4 pm; Thursday, 8 am-4 pm; Friday, 8 am-4 pm; Saturday, 8 am-4 pm; Sunday, Closed; Monday, 8 am-4 pm; Tuesday, 8 am-4 pm; ","8 am-4 pm","Closed","8 am-4 pm","8 am-4 pm","8 am-4 pm","8 am-4 pm","8 am-4 pm","Lat 26.7805285","Lng 80.9557564","26.7805285,80.9557564","7MR2QXJ4+686","ChIJR1VVVZT7mzkR9Ihifw2tw0g","https://allenhouselucknow.admission-enquiries.com/Site/AdmissionEnquiryNew?id=EwEWPchHKnt9VDVCk65khZJ/ioJ0oQ8muY85hIyULcX9Gi1TMh1R+RvPsOFdUKPg&Sr=CxboTHpO/VqQEov2WSczOfVZqv8Pa3HoDvqYY3l0vs0=&Code=k3DUu7ZAC/SeXGPccmzeAfZWetKRt/n9UE4+QQPdNDI=","https://www.google.com/maps/place/?q=place_id:ChIJR1VVVZT7mzkR9Ihifw2tw0g","5243224664672733428","https://www.google.com/search?kgmid=/g/11c509grsc","/g/11c509grsc","https://lh5.googleusercontent.com/p/AF1QipOgoB6vVsEi8hPAl8J-K_b8yqIupGcmkXqo6chU","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://allenhouselucknow.com/&size=48"," ","https://www.facebook.com/allenhousepublicschoollucknow/"," "," ",,"https://www.youtube.com/channel/UCFbZK_j1_Tr_tn1GBvFQKMw","Give your child the chance to shine at the best CBSE school in Lucknow - where every student is treated like a rising star.",,"0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcIqAEoCg","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ","On-site services",,,"Gender-neutral toilets",
"730","Schools in lucknow","Central Academy  Indiranagar","Near  Arvindo Pk Rd  Navneet Vihar  Sector 9  Indira Nagar  Lucknow  Uttar Pradesh 226016","Near  Arvindo Pk Rd","Lucknow","226016","Lucknow  Uttar Pradesh 226016","Uttar Pradesh","IN","Asia/Calcutta","सेंट्रल अकादमी","05222356666","0522 235 6666",,"info@centralacademyschools.org","http://www.centralacademyschools.org/","centralacademyschools.org","CBSE School","School","Yes","0","0","open","Wednesday, 7 am-3 pm; Thursday, 7 am-3 pm; Friday, 7 am-3 pm; Saturday, 7 am-3 pm; Sunday, Closed; Monday, 7 am-3 pm; Tuesday, 7 am-3 pm; ","7 am-3 pm","Closed","7 am-3 pm","7 am-3 pm","7 am-3 pm","7 am-3 pm","7 am-3 pm","Lat 26.8821224","Lng 81.0005631","26.8821224,81.0005631","7MR3V2J2+R6W","ChIJ____j95XmTkRRQu181Arg3Q"," ","https://www.google.com/maps/place/?q=place_id:ChIJ____j95XmTkRRQu181Arg3Q","8395601757034842949","https://www.google.com/search?kgmid=/m/0fq24t3","/m/0fq24t3","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICcy5-_Zg","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.centralacademyschools.org/&size=48"," "," "," "," ",,,,,"0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcI0gEoCw","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"731","Schools in lucknow","New Public School","Devpur  New Public School  Rajajipuram  Devpur  Rajajipuram  Lucknow  Uttar Pradesh 226017","Devpur  New Public School","Lucknow","226017","Rajajipuram","Uttar Pradesh","IN","Asia/Calcutta","न्यू पब्लिक स्कूल","07275016256","072750 16256","+917275003258","npicslko@gmail.com","http://npics.in/","npics.in","ICSE School","College","Yes","0","0","open","Wednesday, 8 am-3 pm; Thursday, 8 am-3 pm; Friday, 8 am-3 pm; Saturday, 8 am-3 pm; Sunday, Closed; Monday, 8 am-3 pm; Tuesday, 8 am-3 pm; ","8 am-3 pm","Closed","8 am-3 pm","8 am-3 pm","8 am-3 pm","8 am-3 pm","8 am-3 pm","Lat 26.824966","Lng 80.87998499999999","26.824966,80.87998499999999","7MR2RVFH+XXQ","ChIJ26FlEIz-mzkRrLbthiz8oIE"," ","https://www.google.com/maps/place/?q=place_id:ChIJ26FlEIz-mzkRrLbthiz8oIE","9340742895338895020","https://www.google.com/search?kgmid=/g/1tfqjszp","/g/1tfqjszp","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICEn-beAQ","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://npics.in/&size=48"," "," "," "," ","https://www.instagram.com/npicslko/?igsh=MWRobG5hbXF2c2xoeQ%3D%3D#","https://www.youtube.com/watch?v=GFjp7igqhOM",,,"0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcI9wEoDA","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE  | Affiliated with CISCE ",,,,,
"732","Schools in lucknow","Excellia School","Street Number 1  Omaxe City   Opposite Ambadekar University   Shahid Path  Raebareli Road  Lucknow  Uttar Pradesh 226025","Street Number 1","Lucknow","226025","Omaxe City   Opposite Ambadekar University ","Uttar Pradesh","IN","Asia/Calcutta","एकसेलिया स्कूल","08400221000","084002 21000",,,"https://excelliaschool.edu.in/","excelliaschool.edu.in","CBSE School","Badminton court","Yes","0","0","open","Wednesday, 8 am-3:30 pm; Thursday, 8 am-3:30 pm; Friday, 8 am-3:30 pm; Saturday, 8 am-3:30 pm; Sunday, Closed; Monday, 8 am-3:30 pm; Tuesday, 8 am-3:30 pm; ","8 am-3:30 pm","Closed","8 am-3:30 pm","8 am-3:30 pm","8 am-3:30 pm","8 am-3:30 pm","8 am-3:30 pm","Lat 26.755001","Lng 80.927555","26.755001,80.927555","7MR2QW4H+223","ChIJ42_t6_b7mzkRvmESkgZEYxc","https://www.excelliaschool.edu.in/admission-form/","https://www.google.com/maps/place/?q=place_id:ChIJ42_t6_b7mzkRvmESkgZEYxc","1685265480577868222","https://www.google.com/search?kgmid=/g/11c1s7fb2z","/g/11c1s7fb2z","https://lh5.googleusercontent.com/p/AF1QipNFR1amscBNsiG-3K4O6PYBDYf5LoFojm6cGK21","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://excelliaschool.edu.in/&size=48"," "," "," "," "," "," "," "," ","0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcIngIoDQ","Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet","Affiliated with CBSE ",,,,,
"733","Schools in lucknow","Daffodils Play School Mahanagar Extension","C-38  H Rd  Mahanagar Extension  Lucknow  Uttar Pradesh 226006","C-38  H Rd","Lucknow","226006","Lucknow  Uttar Pradesh 226006","Uttar Pradesh","IN","Asia/Calcutta","डैफोडिल्स प्ले विद्यालय महानगर एक्सटेंशन","09651147060","096511 47060",,"daffodilsschools@outlook.com","http://www.daffodilsschools.com/","daffodilsschools.com","Preschool"," ","Yes","28","4.8","open","Wednesday, 8 am-5 pm; Thursday, 8 am-5 pm; Friday, 8 am-5 pm; Saturday, 8 am-5 pm; Sunday, Closed; Monday, 8 am-5 pm; Tuesday, 8 am-5 pm; ","8 am-5 pm","Closed","8 am-5 pm","8 am-5 pm","8 am-5 pm","8 am-5 pm","8 am-5 pm","Lat 26.8819421","Lng 80.9546786","26.8819421,80.9546786","7MR2VXJ3+QVF","ChIJxRDbK6T9mzkR8flKDNq90gw"," ","https://www.google.com/maps/place/?q=place_id:ChIJxRDbK6T9mzkR8flKDNq90gw","924009617771133425","https://www.google.com/search?kgmid=/g/11vxh50nv7","/g/11vxh50nv7","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICbhJa6aw","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.daffodilsschools.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJxRDbK6T9mzkR8flKDNq90gw&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN","https://www.facebook.com/Daffodilsschools"," "," ","https://www.instagram.com/daffodils_schools/","https://www.youtube.com/@daffodilsschools",,,"0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcIxwIoDg",,,,,,,
"734","Schools in lucknow","LUCKNOW PUBLIC SCHOOL","4b/226  Vrindavan Rd  Phase 2  Sector 4  Vrindavan Colony  Lucknow  Uttar Pradesh 226029","4b/226  Vrindavan Rd","Lucknow","226029","Lucknow  Uttar Pradesh 226029","Uttar Pradesh","IN","Asia/Calcutta","लखनऊ पब्लिक विद्यालय"," ",,,,"http://4b.lucknowpublicschool.com/","4b.lucknowpublicschool.com","CBSE School","School","No","0","0","open","Wednesday, 8 am-2 pm; Thursday, 8 am-2 pm; Friday, 8 am-2 pm; Saturday, 8 am-2 pm; Sunday, Closed; Monday, 8 am-2 pm; Tuesday, 8 am-2 pm; ","8 am-2 pm","Closed","8 am-2 pm","8 am-2 pm","8 am-2 pm","8 am-2 pm","8 am-2 pm","Lat 26.758336999999997","Lng 80.9513767","26.758336999999997,80.9513767","7MR2QX52+8HJ","ChIJ2YNBK477mzkRytrAtNP2vLM"," ","https://www.google.com/maps/place/?q=place_id:ChIJ2YNBK477mzkRytrAtNP2vLM","12951498017541774026","https://www.google.com/search?kgmid=/g/11v17jhkk2","/g/11v17jhkk2","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICMrOqaLg","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://4b.lucknowpublicschool.com/&size=48"," "," "," "," ",,,"Lucknow Public School, Vrindavan Yojna, is a school which encourages knowledge, sharing, giving growth opportunities and freedom for implementation of ideas. ",,"0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcI7wIoDw","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE ",,,,,
"735","Schools in lucknow","St. Christopher's School  Lucknow","New Rahim Nagar  Lucknow  Uttar Pradesh 226022","New Rahim Nagar","Lucknow","226022","Lucknow  Uttar Pradesh 226022","Uttar Pradesh","IN","Asia/Calcutta","एसटी॰ क्रिस्टोफर्स स्कूल, लखनऊ"," ",," "," ",,,"General education school"," ","Yes","0","0","open","Wednesday, 8 am-5 pm; Thursday, 8 am-5 pm; Friday, 8 am-5 pm; Saturday, 12-5 pm; Sunday, Closed; Monday, 8 am-5 pm; Tuesday, 8 am-5 pm; ","12-5 pm","Closed","8 am-5 pm","8 am-5 pm","8 am-5 pm","8 am-5 pm","8 am-5 pm","Lat 26.8829334","Lng 80.9633514","26.8829334,80.9633514","7MR2VXM7+58H","ChIJ2ya5n0D9mzkROrafx1N--w0"," ","https://www.google.com/maps/place/?q=place_id:ChIJ2ya5n0D9mzkROrafx1N--w0","1007537839943956026","https://www.google.com/search?kgmid=/g/11fkl9q_24","/g/11fkl9q_24","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICk6ZPj2QE"," "," "," "," "," "," "," "," "," ","0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcIkQMoEA","Wheelchair-accessible car park | Wheelchair-accessible entrance",,,,,,
"736","Schools in lucknow","Play House School","2  Shahnajaf Rd  La Place  Hazratganj  Lucknow  Uttar Pradesh 226001","2  Shahnajaf Rd","Lucknow","226001","Lucknow  Uttar Pradesh 226001","Uttar Pradesh","IN","Asia/Calcutta","प्ले हाउस विद्यालय","09044047093","090440 47093"," "," ",,,"Preschool"," ","Yes","73","4.6","open","Wednesday, 9:30 am-2 pm; Thursday, 9:30 am-2 pm; Friday, 9:30 am-2 pm; Saturday, 9:30 am-2 pm; Sunday, Closed; Monday, 9:30 am-2 pm; Tuesday, 9:30 am-2 pm; ","9:30 am-2 pm","Closed","9:30 am-2 pm","9:30 am-2 pm","9:30 am-2 pm","9:30 am-2 pm","9:30 am-2 pm","Lat 26.8537699","Lng 80.943001","26.8537699,80.943001","7MR2VW3V+G62","ChIJuVFdAAv9mzkRpfGdT4S7TF0"," ","https://www.google.com/maps/place/?q=place_id:ChIJuVFdAAv9mzkRpfGdT4S7TF0","6722954520703136165","https://www.google.com/search?kgmid=/g/11fzf77mm7","/g/11fzf77mm7","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgICRhMC4uwE"," ","https://search.google.com/local/reviews?placeid=ChIJuVFdAAv9mzkRpfGdT4S7TF0&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN"," "," "," "," "," "," "," ","0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcIrwMoEQ","Wheelchair-accessible entrance",,,,,,
"737","Schools in lucknow","Little Millennium Preschool - Lucknow  Vishal Khand","No A  3/298  Dr Akhilesh Das Gupta Marg  opposite SRS Mall  Vishal Khand - 3  Vishal Khand  Gomti Nagar  Lucknow  Uttar Pradesh 226010","No A","Lucknow","226010","3/298  Dr Akhilesh Das Gupta Marg","Uttar Pradesh","IN","Asia/Calcutta","लिटिल मिलेनियम प्रीस्कूल - लखनऊ, विशाल खांद","09651098889","096510 98889",,,"https://preschool.littlemillennium.com/little-millennium/preschool-in-lucknow/preschool-in-vishal-khand/little-millennium-preschool-in-vishal-khand-lucknow--082648d1-a791-4b0a-b78a-fd00e50ebec3/home","preschool.littlemillennium.com","Preschool","After school program","Yes","60","5","open","Wednesday, 9 am-3 pm; Thursday, 9 am-3 pm; Friday, 9 am-3 pm; Saturday, 9 am-3 pm; Sunday, Closed; Monday, 9 am-3 pm; Tuesday, 9 am-3 pm; ","9 am-3 pm","Closed","9 am-3 pm","9 am-3 pm","9 am-3 pm","9 am-3 pm","9 am-3 pm","Lat 26.8464705","Lng 80.9884584","26.8464705,80.9884584","7MR2RXWQ+H9P","ChIJKTj5rA3jmzkRMc3SUlD6qHI","https://preschool.littlemillennium.com/little-millennium/preschool-in-lucknow/preschool-in-vishal-khand/little-millennium-preschool-in-vishal-khand-lucknow--082648d1-a791-4b0a-b78a-fd00e50ebec3/enquiry","https://www.google.com/maps/place/?q=place_id:ChIJKTj5rA3jmzkRMc3SUlD6qHI","8262128739305049393","https://www.google.com/search?kgmid=/g/11kb6_6kqx","/g/11kb6_6kqx","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDhvJSShQE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://preschool.littlemillennium.com/little-millennium/preschool-in-lucknow/preschool-in-vishal-khand/little-millennium-preschool-in-vishal-khand-lucknow--082648d1-a791-4b0a-b78a-fd00e50ebec3/home&size=48","https://search.google.com/local/reviews?placeid=ChIJKTj5rA3jmzkRMc3SUlD6qHI&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN"," "," "," ",,,,,"0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcI1gMoEg",,,,,,,
"738","Schools in lucknow","Meridian School","6 lane  Kukrail Bandh Rd  Pant Nagar  Liberty Colony Park  Sarvodaya Nagar  Indira Nagar  Lucknow  Uttar Pradesh 226016","6 lane  Kukrail Bandh Rd","Lucknow","226016","Lucknow  Uttar Pradesh 226016","Uttar Pradesh","IN","Asia/Calcutta","मेरिडियन विद्यालय","09839016961","098390 16961","+919839016961","meridianschool01@gmail.com","https://www.meridianschoollucknow.com/","meridianschoollucknow.com","General education school"," ","Yes","0","0","open","Wednesday, Open 24 hours; Thursday, Open 24 hours; Friday, Open 24 hours; Saturday, Open 24 hours; Sunday, Open 24 hours; Monday, Open 24 hours; Tuesday, Open 24 hours; ","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Lat 26.8840668","Lng 80.96776919999999","26.8840668,80.96776919999999","7MR2VXM9+J4C","ChIJQxfzf1_9mzkRXEv8BLtdELs"," ","https://www.google.com/maps/place/?q=place_id:ChIJQxfzf1_9mzkRXEv8BLtdELs","13479376742543805276","https://www.google.com/search?kgmid=/g/12hp_pjmw","/g/12hp_pjmw","https://lh5.googleusercontent.com/p/AF1QipNLLzHBbDHjAWRlYxgd1xm7q3Sn2pfrWADmfYy3","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.meridianschoollucknow.com/&size=48"," ","https://www.facebook.com/profile.php?id=100089188483299&mibextid=ZbWKwL"," "," ",,,,,"0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcIggQoEw",,"Affiliated with CISCE ",,,,,
"739","Schools in lucknow","Shri Ramswaroop Memorial Public School","Faizabad Rd  near Indira Canal  Lucknow  Anora Kala  Uttar Pradesh 227105","Faizabad Rd","Lucknow, Anora Kala","227105","Lucknow  Anora Kala  Uttar Pradesh 227105","Uttar Pradesh","IN","Asia/Calcutta","श्री रामस्वरूप मेमोरियल पब्लिक स्कूल","09307887770","093078 87770",,,"http://www.srmps.ac.in/","srmps.ac.in","CBSE School","High school","Yes","0","0","open","Wednesday, 8 am-5 pm; Thursday, 8 am-5 pm; Friday, 8 am-5 pm; Saturday, 8 am-5 pm; Sunday, Closed; Monday, 8 am-5 pm; Tuesday, 8 am-5 pm; ","8 am-5 pm","Closed","8 am-5 pm","8 am-5 pm","8 am-5 pm","8 am-5 pm","8 am-5 pm","Lat 26.895773799999997","Lng 81.0837188","26.895773799999997,81.0837188","7MR3V3WM+8F5","ChIJaQ83wVZfmTkRCIqSG9zYIoU"," ","https://www.google.com/maps/place/?q=place_id:ChIJaQ83wVZfmTkRCIqSG9zYIoU","9593468596119570952","https://www.google.com/search?kgmid=/g/11g6ntgkx6","/g/11g6ntgkx6","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgID45qv3Wg","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.srmps.ac.in/&size=48"," ","https://www.facebook.com/srmps.ac.in/","https://www.linkedin.com/school/srmps-lucknow/","https://twitter.com/srmps",,,"SRM [Shri Ramswaroop Memorial] Public School is the top Modern Public School in Lucknow Uttar Pradesh India. We provide all the facilities, which can be in the best boarding schools in India","Public School Lucknow, Modern School India, Boarding School, Private School, Residential School","0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcIqAQoFA","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CBSE  | Affiliated with CISCE ",,,,,
"740","Schools in lucknow","Lucknow Heart Pre-school","Friends Colony  Sector-7  Kamla Nehru Nagar  Vikas Nagar  Lucknow  Uttar Pradesh 226022","Friends Colony  Sector-7  Kamla Nehru Nagar  Vikas Nagar","Lucknow","226022","Lucknow  Uttar Pradesh 226022","Uttar Pradesh","IN","Asia/Calcutta","लखनऊ हार्ट प्री-स्कूल","06393510313","063935 10313","+918382858683",,"https://www.lucknowheartpreschool.com/","lucknowheartpreschool.com","Preschool"," ","Yes","29","5","open","Wednesday, 8 am-2 pm; Thursday, 8 am-2 pm; Friday, 8 am-2 pm; Saturday, 8 am-2 pm; Sunday, Closed; Monday, 8 am-2 pm; Tuesday, 8 am-2 pm; ","8 am-2 pm","Closed","8 am-2 pm","8 am-2 pm","8 am-2 pm","8 am-2 pm","8 am-2 pm","Lat 26.8946977","Lng 80.9706757","26.8946977,80.9706757","7MR2VXVC+V7F","ChIJr_EfyjdXmTkRMqm4nUEUiYc"," ","https://www.google.com/maps/place/?q=place_id:ChIJr_EfyjdXmTkRMqm4nUEUiYc","9766359538981185842","https://www.google.com/search?kgmid=/g/11vlcgt0pl","/g/11vlcgt0pl","https://lh5.googleusercontent.com/p/AF1QipPvTRomomTd-ygf_w_k15TqceDViCNIp_pi1Cbh","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=https://www.lucknowheartpreschool.com/&size=48","https://search.google.com/local/reviews?placeid=ChIJr_EfyjdXmTkRMqm4nUEUiYc&q=Schools+in+lucknow&authuser=0&hl=en&gl=IN","https://www.facebook.com","https://in.linkedin.com"," ","https://www.instagram.com","https://www.youtube.com","Lucknow Heart Pre-School","Best Lucknow Heart Pre-School chain in India, best play school for kids in India","0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcIzQQoFQ",,,,,,,
"741","Schools in lucknow","St. Agnes' Loreto Day School  Lucknow","33  Station Rd  Udaiganj  Lalkuan  Lucknow  Uttar Pradesh 226001","33  Station Rd","Lucknow","226001","Lucknow  Uttar Pradesh 226001","Uttar Pradesh","IN","Asia/Calcutta","St. अगनेस लोरेटो डे स्कूल","05224079419","0522 407 9419",,,"http://www.stagnesloretolko.com/","stagnesloretolko.com","Girls' high school"," ","No","0","0","open","Wednesday, 10 am-2:30 pm; Thursday, 10 am-2:30 pm; Friday, 10 am-2:30 pm; Saturday, 10 am-2:30 pm; Sunday, Closed; Monday, 10 am-2:30 pm; Tuesday, 10 am-2:30 pm; ","10 am-2:30 pm","Closed","10 am-2:30 pm","10 am-2:30 pm","10 am-2:30 pm","10 am-2:30 pm","10 am-2:30 pm","Lat 26.8344588","Lng 80.9334942","26.8344588,80.9334942","7MR2RWMM+Q9Q","ChIJv0bkxVL8mzkRTU2oVMiyRoE"," ","https://www.google.com/maps/place/?q=place_id:ChIJv0bkxVL8mzkRTU2oVMiyRoE","9315329452745968973","https://www.google.com/search?kgmid=/m/0dd1bb","/m/0dd1bb","https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDrmPfOtwE","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.stagnesloretolko.com/&size=48"," ","https://www.facebook.com/","https://in.linkedin.com/","https://twitter.com/","https://www.instagram.com/","https://www.youtube.com/","ISC School In Lucknow - The School is recognized by the Secondary Education Department of Uttar Pradesh (Anglo-Indian Board) & affiliated to the Indian Council for Secondary Education (I.C.S.E.) & I.S.C. (Indian School Certificate), New Delhi.","schools in Lucknow, school in Lucknow, best school in Lucknow, best schools in Lucknow, best ICSE schools in Lucknow, best ISC schools in Lucknow, Lucknow best school, best schools Lucknow, best school Lucknow, best schools of Lucknow, best ICSE school in Lucknow, ICSE school in Lucknow, ICSE schools in Lucknow, ISC school in Lucknow, ISC schools in Lucknow, Lucknow school, Lucknow best School, School of Lucknow, St. Agnes Loreto Day School, St. Agnes Loreto Day School Lucknow, St. Agnes Loreto Day School in Lucknow","0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcI8wQoFg","Wheelchair-accessible car park | Wheelchair-accessible entrance","Affiliated with CISCE ",,,,,
"742","Schools in lucknow","Aryaman Public High School - Best School In Triveni Nagar Lucknow ||","538/189  Sitapur Rd  3  near front of Akash Timbar  Yogi Nagar  Triveni Nagar  Lucknow  Uttar Pradesh 226020","538/189  Sitapur Rd","Lucknow","226020","3","Uttar Pradesh","IN","Asia/Calcutta","आर्यमान पब्लिक हाई विद्यालय","09450804214","094508 04214",,"aryamanschool789@gmail.com","http://www.aryamanpublichighschool.in/","aryamanpublichighschool.in","High school"," ","Yes","0","0","open","Wednesday, 7:30 am-2:30 pm; Thursday, 7:30 am-2:30 pm; Friday, 7:30 am-2:30 pm; Saturday, 7:30 am-2:30 pm; Sunday, 7:30 am-2:30 pm; Monday, 7:30 am-2:30 pm; Tuesday, 7:30 am-2:30 pm; ","7:30 am-2:30 pm","7:30 am-2:30 pm","7:30 am-2:30 pm","7:30 am-2:30 pm","7:30 am-2:30 pm","7:30 am-2:30 pm","7:30 am-2:30 pm","Lat 26.8902918","Lng 80.9310428","26.8902918,80.9310428","7MR2VWRJ+4C7","ChIJw1Nr7SZWmTkRinGCHmA1VPI"," ","https://www.google.com/maps/place/?q=place_id:ChIJw1Nr7SZWmTkRinGCHmA1VPI","17461640342167253386","https://www.google.com/search?kgmid=/g/11btwnc879","/g/11btwnc879","https://lh5.googleusercontent.com/p/AF1QipNdF-TxUDDSb2EnwnwIp-V0aw3ajF2ARx2Z3RQ","https://t1.gstatic.com/faviconV2?client=SOCIAL&type=FAVICON&fallback_opts=TYPE,SIZE,URL&url=http://www.aryamanpublichighschool.in/&size=48"," "," "," "," ",,"https://www.youtube.com/watch?v=pW1uVUg5wXM","Aryaman Public Inter College - Kids Education & Kindergarten School HTML5 Template","Lucknow Best School,children,kidsschool,school,baby,childschool,academy,course,education,","0ahUKEwjmxdGl5NKOAxWKzjgGHZrpFsoQ8BcImQUoFw",,"Affiliated with CBSE  | Affiliated with CISCE ",,,,,
